Date,Open,High,Low,Close,Volume
2015-09-16,6.1202802658081055,6.1202802658081055,6.1202802658081055,6.1202802658081055,0
2015-09-17,6.1202802658081055,6.1202802658081055,6.1202802658081055,6.1202802658081055,0
2015-09-18,6.1202802658081055,6.1202802658081055,6.1202802658081055,6.1202802658081055,3100
2015-09-21,6.1202802658081055,6.1202802658081055,6.1202802658081055,6.1202802658081055,0
2015-09-22,6.1202802658081055,6.1202802658081055,6.1202802658081055,6.1202802658081055,0
2015-09-23,6.1202802658081055,6.1202802658081055,6.1202802658081055,6.1202802658081055,0
2015-09-24,6.1202802658081055,6.1202802658081055,6.1202802658081055,6.1202802658081055,0
2015-09-25,6.1202802658081055,6.1202802658081055,6.1202802658081055,6.1202802658081055,0
2015-09-28,6.1202802658081055,6.1202802658081055,6.1202802658081055,6.1202802658081055,0
2015-09-29,6.1202802658081055,6.1202802658081055,6.1202802658081055,6.1202802658081055,0
2015-09-30,6.1202802658081055,6.1202802658081055,6.1202802658081055,6.1202802658081055,0
2015-10-01,6.1202802658081055,6.1202802658081055,6.1202802658081055,6.1202802658081055,0
2015-10-02,6.1202802658081055,6.1202802658081055,6.1202802658081055,6.1202802658081055,0
2015-10-05,6.1202802658081055,6.1202802658081055,6.1202802658081055,6.1202802658081055,0
2015-10-06,6.1202802658081055,6.1202802658081055,6.1202802658081055,6.1202802658081055,0
2015-10-07,6.1202802658081055,6.1202802658081055,6.1202802658081055,6.1202802658081055,0
2015-10-08,6.1202802658081055,6.1202802658081055,6.1202802658081055,6.1202802658081055,0
2015-10-09,6.1202802658081055,6.1202802658081055,6.1202802658081055,6.1202802658081055,0
2015-10-12,6.1202802658081055,6.1202802658081055,6.1202802658081055,6.1202802658081055,0
2015-10-13,6.1202802658081055,6.1202802658081055,6.1202802658081055,6.1202802658081055,0
2015-10-14,6.1202802658081055,6.1202802658081055,6.1202802658081055,6.1202802658081055,0
2015-10-15,6.146324157714844,6.146324157714844,6.146324157714844,6.146324157714844,600
2015-10-16,6.146324157714844,6.146324157714844,6.146324157714844,6.146324157714844,0
2015-10-19,6.146324157714844,6.146324157714844,6.146324157714844,6.146324157714844,0
2015-10-20,6.146324157714844,6.146324157714844,6.146324157714844,6.146324157714844,0
2015-10-21,6.146324157714844,6.146324157714844,6.146324157714844,6.146324157714844,0
2015-10-22,6.146324157714844,6.146324157714844,6.146324157714844,6.146324157714844,0
2015-10-23,6.146324157714844,6.146324157714844,6.146324157714844,6.146324157714844,0
2015-10-26,6.146324157714844,6.146324157714844,6.146324157714844,6.146324157714844,0
2015-10-27,6.146324157714844,6.146324157714844,6.146324157714844,6.146324157714844,0
2015-10-28,6.146324157714844,6.146324157714844,6.146324157714844,6.146324157714844,0
2015-10-29,6.146324157714844,6.146324157714844,6.146324157714844,6.146324157714844,0
2015-10-30,6.146324157714844,6.146324157714844,6.146324157714844,6.146324157714844,0
2015-11-02,6.146324157714844,6.146324157714844,6.146324157714844,6.146324157714844,0
2015-11-03,6.146324157714844,6.146324157714844,6.146324157714844,6.146324157714844,0
2015-11-04,6.146324157714844,6.146324157714844,6.146324157714844,6.146324157714844,0
2015-11-05,6.139814376831055,6.139814376831055,6.139814376831055,6.139814376831055,100
2015-11-06,6.139814376831055,6.139814376831055,6.139814376831055,6.139814376831055,0
2015-11-09,6.139814376831055,6.139814376831055,6.139814376831055,6.139814376831055,0
2015-11-10,6.139814376831055,6.139814376831055,6.139814376831055,6.139814376831055,0
2015-11-11,6.139814376831055,6.139814376831055,6.139814376831055,6.139814376831055,0
2015-11-12,6.289566516876221,6.289566516876221,6.289566516876221,6.289566516876221,100
2015-11-13,6.289566516876221,6.289566516876221,6.289566516876221,6.289566516876221,0
2015-11-16,6.289566516876221,6.289566516876221,6.289566516876221,6.289566516876221,0
2015-11-17,6.289566516876221,6.289566516876221,6.289566516876221,6.289566516876221,0
2015-11-18,6.289566516876221,6.289566516876221,6.289566516876221,6.289566516876221,0
2015-11-19,6.289566516876221,6.289566516876221,6.289566516876221,6.289566516876221,0
2015-11-20,6.289566516876221,6.289566516876221,6.289566516876221,6.289566516876221,0
2015-11-23,6.289566516876221,6.289566516876221,6.289566516876221,6.289566516876221,0
2015-11-24,6.289566516876221,6.289566516876221,6.289566516876221,6.289566516876221,0
2015-11-25,6.289566516876221,6.289566516876221,6.289566516876221,6.289566516876221,0
2015-11-27,6.289566516876221,6.289566516876221,6.289566516876221,6.289566516876221,0
2015-11-30,6.289566516876221,6.289566516876221,6.289566516876221,6.289566516876221,0
2015-12-01,6.289566516876221,6.289566516876221,6.289566516876221,6.289566516876221,0
2015-12-02,6.289566516876221,6.289566516876221,6.289566516876221,6.289566516876221,0
2015-12-03,6.289566516876221,6.289566516876221,6.289566516876221,6.289566516876221,0
2015-12-04,6.289566516876221,6.289566516876221,6.289566516876221,6.289566516876221,0
2015-12-07,6.289566516876221,6.289566516876221,6.289566516876221,6.289566516876221,0
2015-12-08,6.289566516876221,6.289566516876221,6.289566516876221,6.289566516876221,0
2015-12-09,6.204923152923584,6.204923152923584,6.204923152923584,6.204923152923584,1000
2015-12-10,6.204923152923584,6.204923152923584,6.204923152923584,6.204923152923584,0
2015-12-11,6.204923152923584,6.204923152923584,6.204923152923584,6.204923152923584,0
2015-12-14,6.204923152923584,6.204923152923584,6.204923152923584,6.204923152923584,0
2015-12-15,6.204923152923584,6.204923152923584,6.204923152923584,6.204923152923584,0
2015-12-16,6.204923152923584,6.204923152923584,6.204923152923584,6.204923152923584,0
2015-12-17,6.204923152923584,6.204923152923584,6.204923152923584,6.204923152923584,0
2015-12-18,6.204923152923584,6.204923152923584,6.204923152923584,6.204923152923584,0
2015-12-21,6.094236850738525,6.094236850738525,6.094236850738525,6.094236850738525,1300
2015-12-22,6.204923152923584,6.204923152923584,6.204923152923584,6.204923152923584,300
2015-12-23,6.204923152923584,6.204923152923584,6.204923152923584,6.204923152923584,10400
2015-12-24,6.204923152923584,6.204923152923584,6.204923152923584,6.204923152923584,0
2015-12-28,6.204923152923584,6.204923152923584,6.204923152923584,6.204923152923584,0
2015-12-29,6.204923152923584,6.204923152923584,6.204923152923584,6.204923152923584,0
2015-12-30,6.204923152923584,6.204923152923584,6.204923152923584,6.204923152923584,0
2015-12-31,6.283053398132324,6.283053398132324,6.283053398132324,6.283053398132324,600
2016-01-04,6.283053398132324,6.283053398132324,6.283053398132324,6.283053398132324,0
2016-01-05,6.152835243635528,6.152835243635528,6.146324157714844,6.146324157714844,36800
2016-01-06,6.146324157714844,6.146324157714844,6.146324157714844,6.146324157714844,0
2016-01-07,6.146324157714844,6.146324157714844,6.146324157714844,6.146324157714844,0
2016-01-08,6.146324157714844,6.146324157714844,6.146324157714844,6.146324157714844,0
2016-01-11,5.892398834228516,5.892398834228516,5.892398834228516,5.892398834228516,500
2016-01-12,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,300
2016-01-13,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,0
2016-01-14,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,0
2016-01-15,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,0
2016-01-19,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,0
2016-01-20,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,0
2016-01-21,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,0
2016-01-22,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,0
2016-01-25,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,0
2016-01-26,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,0
2016-01-27,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,0
2016-01-28,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,0
2016-01-29,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,0
2016-02-01,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,0
2016-02-02,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,0
2016-02-03,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,0
2016-02-04,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,0
2016-02-05,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,0
2016-02-08,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,0
2016-02-09,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,0
2016-02-10,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,0
2016-02-11,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,0
2016-02-12,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,0
2016-02-16,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,0
2016-02-17,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,5000
2016-02-18,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,0
2016-02-19,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,0
2016-02-22,5.664515018463135,5.664515018463135,5.664515018463135,5.664515018463135,0
2016-02-23,5.793027400970459,5.793027400970459,5.793027400970459,5.793027400970459,0
2016-02-24,5.793027400970459,5.793027400970459,5.793027400970459,5.793027400970459,0
2016-02-25,5.793027400970459,5.793027400970459,5.793027400970459,5.793027400970459,0
2016-02-26,5.793027400970459,5.793027400970459,5.793027400970459,5.793027400970459,0
2016-02-29,5.793027400970459,5.793027400970459,5.793027400970459,5.793027400970459,0
2016-03-01,5.793027400970459,5.793027400970459,5.793027400970459,5.793027400970459,0
2016-03-02,5.793027400970459,5.793027400970459,5.793027400970459,5.793027400970459,0
2016-03-03,5.793027400970459,5.793027400970459,5.793027400970459,5.793027400970459,0
2016-03-04,5.793027400970459,5.793027400970459,5.793027400970459,5.793027400970459,0
2016-03-07,5.793027400970459,5.793027400970459,5.793027400970459,5.793027400970459,0
2016-03-08,5.793027400970459,5.793027400970459,5.793027400970459,5.793027400970459,0
2016-03-09,5.793027400970459,5.793027400970459,5.793027400970459,5.793027400970459,5400
2016-03-10,6.971608161926269,6.971608161926269,6.971608161926269,6.9716081619262695,30000
2016-03-11,6.971608161926269,6.971608161926269,6.971608161926269,6.9716081619262695,0
2016-03-14,6.971608161926269,6.971608161926269,6.971608161926269,6.9716081619262695,0
2016-03-15,6.971608161926269,6.971608161926269,6.971608161926269,6.9716081619262695,0
2016-03-16,6.971608161926269,6.971608161926269,6.971608161926269,6.9716081619262695,0
2016-03-17,6.971608161926269,6.971608161926269,6.971608161926269,6.9716081619262695,0
2016-03-18,6.971608161926269,6.971608161926269,6.971608161926269,6.9716081619262695,0
2016-03-21,6.971608161926269,6.971608161926269,6.971608161926269,6.9716081619262695,0
2016-03-22,6.971608161926269,6.971608161926269,6.971608161926269,6.9716081619262695,0
2016-03-23,6.971608161926269,6.971608161926269,6.971608161926269,6.9716081619262695,0
2016-03-24,6.971608161926269,6.971608161926269,6.971608161926269,6.9716081619262695,0
2016-03-28,6.971608161926269,6.971608161926269,6.971608161926269,6.9716081619262695,0
2016-03-29,6.971608161926269,6.971608161926269,6.971608161926269,6.9716081619262695,0
2016-03-30,6.971608161926269,6.971608161926269,6.971608161926269,6.9716081619262695,0
2016-03-31,6.971608161926269,6.971608161926269,6.971608161926269,6.9716081619262695,0
2016-04-01,6.971608161926269,6.971608161926269,6.971608161926269,6.9716081619262695,0
2016-04-04,6.971608161926269,6.971608161926269,6.971608161926269,6.9716081619262695,0
2016-04-05,6.971608161926269,6.971608161926269,6.971608161926269,6.9716081619262695,0
2016-04-06,6.971608161926269,6.971608161926269,6.971608161926269,6.9716081619262695,0
2016-04-07,7.224638938903809,7.224638938903809,7.224638938903809,7.224638938903809,400
2016-04-08,7.224638938903809,7.224638938903809,7.224638938903809,7.224638938903809,0
2016-04-11,7.324517250061035,7.324517250061035,7.324517250061035,7.324517250061035,1800
2016-04-12,7.324517250061035,7.324517250061035,7.324517250061035,7.324517250061035,0
2016-04-13,7.324517250061035,7.324517250061035,7.324517250061035,7.324517250061035,0
2016-04-14,7.324517250061035,7.324517250061035,7.324517250061035,7.324517250061035,0
2016-04-15,7.324517250061035,7.324517250061035,7.324517250061035,7.324517250061035,0
2016-04-18,7.324517250061035,7.324517250061035,7.324517250061035,7.324517250061035,0
2016-04-19,7.324517250061035,7.324517250061035,7.324517250061035,7.324517250061035,10000
2016-04-20,7.324517250061035,7.324517250061035,7.324517250061035,7.324517250061035,0
2016-04-21,7.324517250061035,7.324517250061035,7.324517250061035,7.324517250061035,0
2016-04-22,7.324517250061035,7.324517250061035,7.324517250061035,7.324517250061035,0
2016-04-25,7.324517250061035,7.324517250061035,7.324517250061035,7.324517250061035,0
2016-04-26,7.324517250061035,7.324517250061035,7.324517250061035,7.324517250061035,0
2016-04-27,7.324517250061035,7.324517250061035,7.324517250061035,7.324517250061035,0
2016-04-28,7.324517250061035,7.324517250061035,7.324517250061035,7.324517250061035,4400
2016-04-29,7.324517250061035,7.324517250061035,7.324517250061035,7.324517250061035,0
2016-05-02,7.324517250061035,7.324517250061035,7.324517250061035,7.324517250061035,0
2016-05-03,7.324517250061035,7.324517250061035,7.324517250061035,7.324517250061035,7000
